Drug.Name	Target.Name	ps
WIKI4_1940	TRMT6	3.989085239
Nilotinib_1013	COPS3	3.985217301
BMS-345541_1249	SEC61B	3.977747342
BMS-754807_2171	SEC61B	3.96161698
Cisplatin_1005	RPS11	3.954931703
PFI3_1620	COPS3	3.953462581
Acetalax_1804	USP39	3.921570031
Epirubicin_1511	SEC61B	3.916451966
LJI308_2107	COPS3	3.889953142
NU7441_1038	RPS11	3.876702285
Vinorelbine_2048	USP39	3.87531298
Vorinostat_1012	YBX1	3.864975533
Podophyllotoxin bromide_1825	COPS3	3.858198423
UMI-77_1939	SEC61B	3.832574082
Nilotinib_1013	USP39	3.823916256
UMI-77_1939	RPS27	3.823898647
Gemcitabine_1190	SEC61B	3.80353943
Sinularin_1838	TRMT6	3.799317061
Pictilisib_1058	USP39	3.798217894
Dabrafenib_1373	SEC61B	3.793861212
GSK591_2110	TRMT6	3.783503046
RVX-208_1625	USP39	3.777659204
AZD8055_1059	TRMT6	3.771642535
AZD4547_1786	COPS3	3.762934264
Sepantronium bromide_1941	COPS3	3.752349358
Picolinici-acid_1635	SEC61B	3.73901798
Uprosertib_1553	SEC61B	3.726113691
AZD1208_1449	DRG2	3.690601103
Tozasertib_1096	WDR75	3.686493206
Wee1 Inhibitor_1046	USP39	3.685145101
Docetaxel_1007	SSBP1	3.685118785
EPZ5676_1563	DHX30	3.684989476
Docetaxel_1007	TRMT6	3.68071195
NU7441_1038	COPS3	3.667670106
Savolitinib_1936	COPS3	3.662377652
MIM1_1996	SEC61B	3.661592241
AZD2014_1441	BRIX1	3.65621621
ZM447439_1050	EXOSC4	3.644110254
AZD5438_1401	USP39	3.63888805
Acetalax_1804	COPS3	3.635915386
Obatoclax Mesylate_1068	COPS3	3.635915386
NVP-ADW742_1932	TRMT6	3.629316402
Sabutoclax_1849	USP39	3.628608705
Dihydrorotenone_1827	USP39	3.628608705
Picolinici-acid_1635	USP39	3.628608705
VE821_2111	COPS3	3.625330479
Tamoxifen_1199	SEC61B	3.619653299
EPZ004777_1237	TRMT6	3.609548883
Axitinib_1021	COPS3	3.60945312
Teniposide_1809	COPS3	3.604160666
Bortezomib_1191	USP39	3.602910343
Dactolisib_1057	COPS3	3.598868213
Alisertib_1051	DRG2	3.566686125
Elephantin_1835	SEC61B	3.55513185
Cytarabine_1006	BRIX1	3.550701246
Bortezomib_1191	PES1	3.545678484
MN-64_1854	UTP3	3.541897507
LY2109761_1852	WDR75	3.53099022
Tamoxifen_1199	SSBP1	3.512083127
JQ1_2172	COPS3	3.498311601
LCL161_1557	DENR	3.491027021
Trametinib_1372	DDX55	3.483668229
Dactinomycin_1911	COPS3	3.477141788
Trametinib_1372	PES1	3.470505089
AT13148_2170	TRMT6	3.46722275
Dactinomycin_1911	RPS11	3.466722185
Palbociclib_1054	WDR75	3.466644157
GSK2606414_1618	SEC61B	3.461575749
GSK2578215A_1927	COPS3	3.461264429
PLX-4720_1036	PES1	3.45379989
XAV939_1268	RPS7	3.44442021
Fulvestrant_1816	SEC61B	3.438993242
Ruxolitinib_1507	COPS3	3.434802162
MIRA-1_1931	USP39	3.433301154
Epirubicin_1511	COPS3	3.424217256
Ulixertinib_2047	WDR75	3.423746781
Mirin_1048	WDR75	3.421065695
Alpelisib_1560	COPS3	3.418924803
Linsitinib_1510	DENR	3.409258224
ZM447439_1050	YBX1	3.39530762
AMG-319_2045	USP39	3.392183775
Fulvestrant_1200	WDR75	3.388892664
Leflunomide_1578	DRG2	3.384944157
Carmustine_1807	SEC61B	3.374471793
Doramapimod_1042	COPS3	3.371292723
Uprosertib_2106	SEC61B	3.37124572
YK-4-279_1239	TRMT6	3.364431653
Temozolomide_1375	USP39	3.351066396
WIKI4_1940	COPS3	3.35012291
Sapitinib_1549	PES1	3.349392396
AGI-6780_1634	SEC61B	3.313176416
Docetaxel_1819	NHP2L1	3.303280906
Elephantin_1835	WDR75	3.295054655
OF-1_1853	TRMT6	3.293268587
Dactolisib_1057	RPS11	3.282738183
MK-1775_1179	WDR75	3.281649225
PD173074_1049	SEC61B	3.277689619
AZD1208_1449	COPS3	3.276028565
Vinorelbine_2048	RPS11	3.274046025
AZD5363_1916	TRMT6	3.273501068
RO-3306_1052	SEC61B	3.268011401
Vincristine_1818	COPS3	3.260151205
GSK591_2110	USP39	3.258552293
AZD8186_1918	EXOSC4	3.245780303
Picolinici-acid_1635	WDR75	3.244114021
PRIMA-1MET_1131	TRMT6	3.241873039
MIM1_1996	COPS3	3.238981392
AZD7762_1022	TRMT6	3.233966031
Mitoxantrone_1810	SEC61B	3.232524604
GDC0810_1925	SEC61B	3.209942097
Afuresertib_1912	RPS27	3.206930751
Ipatasertib_1924	DENR	3.197326851
Ruxolitinib_1507	WDR75	3.179767958
AZ6102_2109	TRMT6	3.170709972
Talazoparib_1259	SEC61B	3.164777083
Gallibiscoquinazole_1830	USP39	3.155758845
Obatoclax Mesylate_1068	USP39	3.150619173
Dactinomycin_1811	USP39	3.145479501
Lapatinib_1558	SEC61B	3.145420648
Niraparib_1177	COPS3	3.143717233
AZD4547_1786	SEC61B	3.132516358
AZD5363_1916	WDR75	3.131508411
BMS-754807_2171	USP39	3.130060483
GDC0810_1925	WDR75	3.128827325
Sapitinib_1549	SEC61B	3.113159923
GSK1904529A_1093	COPS3	3.111962514
Pevonedistat_1529	USP39	3.109501794
Entospletinib_1630	USP39	3.109501794
MG-132_1862	COPS3	3.106670061
AZD4547_1786	DENR	3.102208046
I-BET-762_1624	COPS3	3.101377607
Nilotinib_1013	TRMT6	3.099546905
Erlotinib_1168	USP39	3.099222449
Docetaxel_1007	USP39	3.099222449
Ibrutinib_1799	SEC61B	3.093803489
Alisertib_1051	USP39	3.088943104
XAV939_1268	COPS3	3.085500248
OSI-027_1594	SSBP1	3.084901346
NU7441_1038	BRIX1	3.084472333
Nelarabine_1814	COPS3	3.064330434
MN-64_1854	WDR75	3.061800176
Palbociclib_1054	PES1	3.057051414
Telomerase Inhibitor IX_1930	TRMT6	3.052104861
Venetoclax_1909	SEC61B	3.048638474
Dihydrorotenone_1827	NHP2L1	3.045367082
Epirubicin_1511	TRMT6	3.044197853
AZD5991_1720	RPS27	3.039258737
Dactolisib_1057	SEC61B	3.032508112
AGI-6780_1634	NHP2L1	3.022220969
Alisertib_1051	TRMT6	3.020476831
LY2109761_1852	USP39	3.001568674
MIM1_1996	UTP3	2.998095166
Gefitinib_1010	WDR75	2.994773026
EPZ5676_1563	RPS27	2.992050112
AGI-5198_1913	COPS3	2.990236089
Doramapimod_1042	SEC61B	2.984117025
Taselisib_1561	PES1	2.981878019
Savolitinib_1936	WDR75	2.981367597
AZD5991_1720	WDR75	2.978686511
OSI-027_1594	USP39	2.975870312
Bortezomib_1191	BRIX1	2.966688187
Gemcitabine_1190	USP39	2.960451295
GSK1904529A_1093	SEC61B	2.958308445
Pevonedistat_1529	COPS3	2.947896463
NU7441_1038	SSBP1	2.947013555
Vinblastine_1004	RPS11	2.94519273
AMG-319_2045	COPS3	2.94260401
Fulvestrant_1200	SEC61B	2.93895201
Niraparib_1177	WDR75	2.938470221
Topotecan_1808	COPS3	2.937311556
Vincristine_1818	USP39	2.924473588
KRAS (G12C) Inhibitor-12_1855	DRG2	2.920262988
GSK2578215A_1927	USP39	2.914194243
WEHI-539_1997	DRG2	2.90993674
AZ960_1250	USP39	2.898775226
Sapitinib_1549	TRMT6	2.882104201
Elephantin_1835	TRMT6	2.87024369
AZD7762_1022	USP39	2.862797519
GSK343_1627	RPS7	2.860098924
NU7441_1038	TRMT6	2.858383179
Sapitinib_1549	NOP16	2.854699981
Temozolomide_1375	WDR75	2.844632212
OF-1_1853	COPS3	2.842047398
Sapitinib_1549	COPS3	2.842047398
Erlotinib_1168	RPS14	2.833648401
NVP-ADW742_1932	DRG2	2.823196255
Leflunomide_1578	WDR75	2.815140267
LJI308_2107	WDR75	2.807097009
BMS-536924_1091	TRMT6	2.791173616
MN-64_1854	COPS3	2.789122865
AZD3759_1915	WDR75	2.788329407
Sepantronium bromide_1941	DENR	2.781807861
Cyclophosphamide_1512	SEC61B	2.78087446
Gefitinib_1010	YBX1	2.778868485
Cytarabine_1006	COPS3	2.778537959
Erlotinib_1168	WDR75	2.772242891
Sabutoclax_1849	WDR75	2.764199633
AZD1332_1463	DRG2	2.763304016
Trametinib_1372	RPS14	2.754564182
GSK343_1627	RPS14	2.752130821
Docetaxel_1819	COPS3	2.746783239
KRAS (G12C) Inhibitor-12_1855	COPS3	2.741490786
AZD5363_1916	COPS3	2.741490786
Topotecan_1808	DENR	2.731745332
Ibrutinib_1799	SSBP1	2.730718983
AZD8055_1059	WDR75	2.729345516
Oxaliplatin_1089	SEC61B	2.726031228
Entinostat_1593	NHP2L1	2.721321507
Nelarabine_1814	EXOSC4	2.718732376
Irinotecan_1088	SEC61B	2.716353011
AZD5991_1720	COPS3	2.71502852
LJI308_2107	RPS27	2.712054128
EPZ004777_1237	USP39	2.703467675
I-BRD9_1928	WDR75	2.702534656
Sorafenib_1085	NHP2L1	2.69156222
AZD8186_1918	NOP16	2.68852202
Venetoclax_1909	PES1	2.685360737
Luminespib_1559	SEC61B	2.684092286
Entospletinib_1630	COPS3	2.6832738
Alisertib_1051	COPS3	2.6832738
Rapamycin_1084	WDR75	2.678404882
AGI-6780_1634	DRG2	2.674498281
AZD1208_1449	TRMT6	2.672568505
Sabutoclax_1849	RPS7	2.671565054
YK-4-279_1239	RPS27	2.671357037
BIBR-1532_2043	RPS7	2.670227934
Topotecan_1808	WDR75	2.664999452
YK-4-279_1239	DENR	2.65998904
Camptothecin_1003	SEC61B	2.655057634
Nilotinib_1013	SEC61B	2.651831562
MG-132_1862	TRMT6	2.648847483
AZD5363_1916	SEC61B	2.648605489
Rapamycin_1084	SEC61B	2.638927272
PLX-4720_1036	USP39	2.631512262
Obatoclax Mesylate_1068	TRMT6	2.625126461
AZD7762_1022	COPS3	2.625056814
Daporinad_1248	RPS14	2.62437939
AZD2014_1441	SEC61B	2.622796909
PLX-4720_1036	TRMT6	2.621172957
YK-4-279_1239	COPS3	2.619764361
I-BET-762_1624	WDR75	2.619420991
Alpelisib_1560	SSBP1	2.617164332
Tamoxifen_1199	USP39	2.616093245
MIM1_1996	USP39	2.616093245
GSK2606414_1618	TRMT6	2.613265949
Ruxolitinib_1507	SEC61B	2.606666547
PD173074_1049	WDR75	2.606015561
Paclitaxel_1080	TRMT6	2.605358942
GSK269962A_1192	BRIX1	2.601066566
Topotecan_1808	TRMT6	2.597451935
AZD1208_1449	SEC61B	2.59698833
ZM447439_1050	RPS11	2.596057733
PCI-34051_1621	COPS3	2.593302095
BMS-536924_1091	COPS3	2.588009642
Fludarabine_1813	TRMT6	2.585591423
Nelarabine_1814	SEC61B	2.577631895
Dinaciclib_1180	SEC61B	2.57117975
AZD4547_1786	USP39	2.569836193
Mirin_1048	RPS11	2.565635182
MK-2206_1053	SEC61B	2.564727605
Alisertib_1051	NHP2L1	2.564258601
Fulvestrant_1816	COPS3	2.561547375
AZ960_1250	EXOSC4	2.560444054
Entospletinib_1630	SEC61B	2.55827546
GNE-317_1926	COPS3	2.550962469
Dinaciclib_1180	WDR75	2.549712756
Rapamycin_1084	USP39	2.549277504
GSK269962A_1192	PES1	2.547542845
AZD5438_1401	RPS11	2.542456095
LY2109761_1852	BRIX1	2.539720656
YK-4-279_1239	USP39	2.538998159
Linsitinib_1510	DRG2	2.529930807
JQ1_2172	TRMT6	2.51838186
MIRA-1_1931	RPS7	2.516459175
GSK2606414_1618	WDR75	2.514858638
GSK343_1627	USP39	2.513299797
Selumetinib_1736	USP39	2.508160125
AZD5582_1617	WDR75	2.50681538
JQ1_2172	WDR75	2.501453208
MK-1775_1179	SEC61B	2.493754011
AT13148_2170	USP39	2.492741108
Nutlin-3a (-)_1047	RPS27	2.492289838
Tozasertib_1096	COPS3	2.48745303
AZD8186_1918	SEC61B	2.487301866
Niraparib_1177	BRIX1	2.485736256
AZD6738_1917	BRIX1	2.480828583
Savolitinib_1936	SEC61B	2.477623649
Tamoxifen_1199	COPS3	2.476868123
Trametinib_1372	SSBP1	2.476572859
Cediranib_1922	WDR75	2.474642349
I-BET-762_1624	USP39	2.472182418
Zoledronate_1802	COPS3	2.460990763
Vinorelbine_2048	COPS3	2.460990763
GSK2606414_1618	DRG2	2.45558182
GSK591_2110	COPS3	2.450405857
VE821_2111	TRMT6	2.447218794
AZ960_1250	COPS3	2.445113404
Axitinib_1021	USP39	2.441344384
AZD1332_1463	SEC61B	2.432458634
Podophyllotoxin bromide_1825	USP39	2.425925366
AZD1332_1463	USP39	2.425925366
LJI308_2107	TRMT6	2.423497772
Ulixertinib_2047	DRG2	2.422537826
Tozasertib_1096	RPS14	2.422410462
AZD4547_1786	RPS11	2.419317196
LY2109761_1852	SEC61B	2.416328272
PCI-34051_1621	TRMT6	2.415590764
Venetoclax_1909	NHP2L1	2.41380887
Doramapimod_1042	NOP16	2.409580442
NU7441_1038	DENR	2.406338893
Obatoclax Mesylate_1068	PES1	2.401372354
Pevonedistat_1529	NHP2L1	2.40058252
GSK591_2110	SEC61B	2.40019791
Selumetinib_1736	DRG2	2.39775483
GSK269962A_1192	DRG2	2.39568958
Cisplatin_1005	USP39	2.395087332
VE821_2111	WDR75	2.383485426
SB505124_1194	COPS3	2.381603965
CZC24832_1615	TRMT6	2.376055727
KU-55933_1030	RPS27	2.375082216
EPZ004777_1237	DENR	2.367957621
Ipatasertib_1924	SEC61B	2.36148504
Trametinib_1372	SEC61B	2.358258968
Fludarabine_1813	USP39	2.353969953
Epirubicin_1511	WDR75	2.351312394
SCH772984_1564	PES1	2.351256757
Gemcitabine_1190	COPS3	2.349849245
SB505124_1194	USP39	2.348830281
Vinblastine_1004	TRMT6	2.348381201
MIM1_1996	TRMT6	2.344427697
MG-132_1862	WDR75	2.343269136
Telomerase Inhibitor IX_1930	NHP2L1	2.342717239
ZM447439_1050	SEC61B	2.342128606
GSK269962A_1192	UTP3	2.34142819
AZD5438_1401	WDR75	2.34058805
ABT737_1910	SEC61B	2.332450388
KU-55933_1030	COPS3	2.328679432
Olaparib_1017	BRIX1	2.326236891
Selumetinib_1736	COPS3	2.323386979
NVP-ADW742_1932	COPS3	2.323386979
OTX015_1626	COPS3	2.323386979
NU7441_1038	NHP2L1	2.321224421
AGI-5198_1913	USP39	2.317992246
Bortezomib_1191	SSBP1	2.31435193
PD173074_1049	COPS3	2.312802072
Epirubicin_1511	RPS27	2.309966871
AZD5438_1401	TRMT6	2.308846164
LJI308_2107	USP39	2.307712902
LCL161_1557	DRG2	2.296557598
Uprosertib_1553	RPS27	2.293688035
Bortezomib_1191	TRMT6	2.293032149
Staurosporine_1034	COPS3	2.291632259
Dinaciclib_1180	TRMT6	2.289078646
Uprosertib_2106	SSBP1	2.287315108
PLX-4720_1036	WDR75	2.286966331
PRT062607_1631	SEC61B	2.284059301
OF-1_1853	SSBP1	2.281907744
PD173074_1049	TRMT6	2.281171638
Tamoxifen_1199	PES1	2.280259661
MK-8776_2046	USP39	2.276874867
Sepantronium bromide_1941	WDR75	2.276241987
Nutlin-3a (-)_1047	BRIX1	2.274706327
GSK269962A_1192	SSBP1	2.273796697
Afatinib_1032	COPS3	2.270462446
IWP-2_1576	DRG2	2.269709352
WEHI-539_1997	SEC61B	2.267928939
LCL161_1557	RPS14	2.265458704
Nutlin-3a (-)_1047	COPS3	2.265169993
Carmustine_1807	RPS7	2.265080681
Carmustine_1807	WDR75	2.262836557
ZM447439_1050	DENR	2.261157559
Obatoclax Mesylate_1068	SSBP1	2.260278287
YK-4-279_1239	WDR75	2.260155471
SCH772984_1564	DDX55	2.258441083
Uprosertib_2106	TRMT6	2.257450616
Staurosporine_1034	NHP2L1	2.253439377
Dabrafenib_1373	USP39	2.251176505
Dabrafenib_1373	PES1	2.242672964
Talazoparib_1259	NHP2L1	2.240213027
Nutlin-3a (-)_1047	RPS7	2.237001169
Alisertib_1051	RPS7	2.237001169
ZM447439_1050	COPS3	2.233415274
Daporinad_1248	WDR75	2.233344611
Taselisib_1561	SEC61B	2.232442142
LY2109761_1852	DRG2	2.230469609
AZD1332_1463	EXOSC4	2.224733659
Ruxolitinib_1507	RPS11	2.22374365
BMS-345541_1249	COPS3	2.222830367
Fulvestrant_1200	COPS3	2.217537914
Palbociclib_1054	SEC61B	2.21631178
Entinostat_1593	RPS7	2.214270135
Navitoclax_1011	SEC61B	2.213085707
AZD8055_1059	COPS3	2.21224546
Camptothecin_1003	TRMT6	2.210008571
Bortezomib_1191	WDR75	2.206533752
SB216763_1025	SSBP1	2.198093597
Cyclophosphamide_1512	DRG2	2.191229866
BIBR-1532_2043	WDR75	2.18776615
Topotecan_1808	RPS27	2.184619832
Sabutoclax_1849	SEC61B	2.184051055
Cyclophosphamide_1512	NHP2L1	2.18400104
Leflunomide_1578	RPS27	2.182991948
Uprosertib_2106	COPS3	2.180490741
Uprosertib_1553	USP39	2.179221092
Pyridostatin_2044	COPS3	2.175198288
Luminespib_1559	WDR75	2.17436072
Dactinomycin_1911	TRMT6	2.170473534
Palbociclib_1054	USP39	2.168941747
LY2109761_1852	DENR	2.167707505
Alpelisib_1560	SEC61B	2.16469462
AMG-319_2045	TRMT6	2.162566527
Dabrafenib_1373	TRMT6	2.158613023
AGI-5198_1913	RPS14	2.158390839
Wee1 Inhibitor_1046	SEC61B	2.155016403
ML323_1629	SEC61B	2.15179033
Dactolisib_1057	TRMT6	2.150706016
Ibrutinib_1799	WDR75	2.144868775
ZM447439_1050	BRIX1	2.144652998
SB505124_1194	TRMT6	2.142799008
Docetaxel_1819	SEC61B	2.142112113
Dactolisib_1057	WDR75	2.136825517
Pevonedistat_1529	WDR75	2.136825517
LGK974_1598	DRG2	2.135468126
Gefitinib_1010	SEC61B	2.132433896
AGI-6780_1634	RPS7	2.131368717
AGI-5198_1913	TRMT6	2.130938497
Tozasertib_1096	TRMT6	2.130938497
JQ1_2172	USP39	2.127824368
SCH772984_1564	NOP16	2.1276714
Carmustine_1807	DENR	2.127657482
Dabrafenib_1373	COPS3	2.127566208
Cediranib_1922	TRMT6	2.126984994
Wnt-C59_1622	NHP2L1	2.126135758
Docetaxel_1007	RPS11	2.122335145
AZD5438_1401	UTP3	2.117751001
OF-1_1853	USP39	2.117545023
SB505124_1194	SEC61B	2.116303533
AZD5991_1720	SEC61B	2.116303533
GSK2606414_1618	COPS3	2.111688849
Cisplatin_1005	TRMT6	2.107217475
Bortezomib_1191	COPS3	2.106396395
AT13148_2170	SSBP1	2.106168403
Tozasertib_1096	EXOSC4	2.104712844
Mirin_1048	USP39	2.102126006
WZ4003_1614	USP39	2.102126006
Niraparib_1177	USP39	2.102126006
IWP-2_1576	WDR75	2.101971399
GSK343_1627	COPS3	2.101103942
Lapatinib_1558	COPS3	2.101103942
MK-8776_2046	SEC61B	2.096947099
Buparlisib_1873	COPS3	2.095811489
WEHI-539_1997	NHP2L1	2.09141659
LJI308_2107	SEC61B	2.090494954
Niraparib_1177	DRG2	2.087967384
Vorinostat_1012	SEC61B	2.087268881
ML323_1629	DRG2	2.083836885
RVX-208_1625	SEC61B	2.077590664
Zoledronate_1802	DENR	2.075926202
Pictilisib_1058	RPS27	2.072295861
Acetalax_1804	EXOSC4	2.071663634
GSK2606414_1618	UTP3	2.070553062
BIBR-1532_2043	DRG2	2.067314888
AZD5582_1617	PES1	2.067268374
Daporinad_1248	USP39	2.066148299
Ribociclib_1632	SEC61B	2.061460302
Sinularin_1838	USP39	2.061008627
Wnt-C59_1622	WDR75	2.059074024
GSK343_1627	DRG2	2.059053889
PRIMA-1MET_1131	SEC61B	2.055008157
Telomerase Inhibitor IX_1930	COPS3	2.053471863
RO-3306_1052	TRMT6	2.051868423
Linsitinib_1510	RPS7	2.051141538
Epirubicin_1511	USP39	2.04558961
AZD5363_1916	USP39	2.035310265
Ribociclib_1632	PES1	2.033857976
Ulixertinib_2047	TRMT6	2.028147401
RO-3306_1052	DRG2	2.028075145
Carmustine_1807	COPS3	2.027009597
Ipatasertib_1924	DRG2	2.021879396
ZM447439_1050	PES1	2.021329077
Sabutoclax_1849	DENR	2.019188669
BMS-754807_2171	NHP2L1	2.018671665
BMS-536924_1091	SEC61B	2.016295287
SB216763_1025	RPS27	2.015319934
OTX015_1626	USP39	2.014751576
Gallibiscoquinazole_1830	DENR	2.012513665
Sabutoclax_1849	TRMT6	2.012333386
LGK974_1598	USP39	2.009611903
RVX-208_1625	DENR	2.009176163
ZM447439_1050	SSBP1	2.006132163
MIRA-1_1931	DRG2	2.005357399
GSK1904529A_1093	RPS7	2.000330991
Docetaxel_1007	NHP2L1	1.99883214
EPZ5676_1563	TRMT6	1.992565868
EPZ5676_1563	WDR75	1.992046874
Ulixertinib_1908	NOP16	1.991168074
AMG-319_2045	RPS27	1.989273796
YK-4-279_1239	DRG2	1.984704902
BMS-345541_1249	TRMT6	1.98465886
MG-132_1862	RPS27	1.982762261
AZD1332_1463	RPS7	1.981611316
AMG-319_2045	SEC61B	1.98080849
Paclitaxel_1080	SEC61B	1.98080849
MK-1775_1179	USP39	1.978773869
AZD4547_1786	WDR75	1.978641444
Tamoxifen_1199	RPS7	1.974925718
Leflunomide_1578	SEC61B	1.974356345
Alisertib_1051	RPS27	1.97299496
AZD6738_1917	SEC61B	1.971130273
Tozasertib_1096	BRIX1	1.970430615
Paclitaxel_1080	COPS3	1.968792611
Cytarabine_1006	WDR75	1.965236015
Afatinib_1032	DENR	1.964119887
Foretinib_2040	WDR75	1.959873843
PRT062607_1631	DRG2	1.957856657
WZ4003_1614	SSBP1	1.954762202
ML323_1629	USP39	1.953075507
AZD4547_1786	NHP2L1	1.952539915
AZD1332_1463	WDR75	1.951830585
Erlotinib_1168	SEC61B	1.951773838
Afuresertib_1912	SEC61B	1.945321693
Obatoclax Mesylate_1068	WDR75	1.943787327
LGK974_1598	DENR	1.939088623
LCL161_1557	WDR75	1.935744069
Zoledronate_1802	WDR75	1.935744069
AZD1208_1449	RPS14	1.935738345
Ulixertinib_2047	SEC61B	1.935643476
Vorinostat_1012	WDR75	1.930381897
XAV939_1268	SEC61B	1.929191331
Irinotecan_1088	RPS27	1.929042102
Navitoclax_1011	RPS27	1.924158451
Irinotecan_1088	DENR	1.924069864
Olaparib_1017	WDR75	1.922338639
Ulixertinib_2047	RPS11	1.920966827
AZD5991_1720	RPS7	1.913418214
Nilotinib_1013	WDR75	1.911614295
Pevonedistat_1529	DENR	1.907382354
Palbociclib_1054	RPS27	1.906251731
VE-822_1613	WDR75	1.903571037
Taselisib_1561	NHP2L1	1.901287809
Fulvestrant_1816	WDR75	1.900889951
Nilotinib_1013	DENR	1.8990386
GSK2578215A_1927	WDR75	1.898208865
BIBR-1532_2043	RPS27	1.898112313
Fulvestrant_1816	RPS27	1.896484429
Ipatasertib_1924	RPS7	1.896035659
Taselisib_1561	DRG2	1.895899168
Dactinomycin_1811	RPS14	1.895587895
Pyridostatin_2044	WDR75	1.895527779
Camptothecin_1003	COPS3	1.894698265
PFI3_1620	TRMT6	1.893728275
NU7441_1038	SEC61B	1.893704534
Luminespib_1559	RPS7	1.889350061
GSK2578215A_1927	RPS11	1.886198197
WIKI4_1940	SEC61B	1.884026316
VX-11e_2096	NOP16	1.878404458
Sinularin_1838	UTP3	1.877657137
GSK2578215A_1927	SEC61B	1.877574171
VE-822_1613	SEC61B	1.877574171
Doramapimod_1042	WDR75	1.876760178
WZ4003_1614	PES1	1.875158586
Dactinomycin_1911	WDR75	1.874079092
WIKI4_1940	RPS14	1.87247097
AZD5363_1916	RPS27	1.872066175
Alpelisib_1560	DENR	1.870669833
Camptothecin_1003	RPS27	1.867182524
Wee1 Inhibitor_1046	NHP2L1	1.86656864
Mitoxantrone_1810	DRG2	1.858724674
Paclitaxel_1080	WDR75	1.857992576
LGK974_1598	BRIX1	1.852646469
Zoledronate_1802	RPS27	1.841136386
Taselisib_1561	RPS27	1.841136386
Oxaliplatin_1806	BRIX1	1.840377287
VE-822_1613	NHP2L1	1.84011594
Afatinib_1032	NHP2L1	1.836809353
KRAS (G12C) Inhibitor-12_1855	DENR	1.833957312
CZC24832_1615	SEC61B	1.832409157
Dactolisib_1057	RPS27	1.831369084
Dactolisib_1057	USP39	1.82972337
5-Fluorouracil_1073	WDR75	1.82850063
Trametinib_1372	DENR	1.820607304
Trametinib_1372	NHP2L1	1.81366324
AZD5438_1401	RPS27	1.813462364
BMS-345541_1249	RPS7	1.811797121
Telomerase Inhibitor IX_1930	BRIX1	1.806023578
Dihydrorotenone_1827	RPS27	1.792299877
MK-1775_1179	RPS27	1.792299877
Zoledronate_1802	SEC61B	1.790470215
Cytarabine_1006	DRG2	1.788506187
OTX015_1626	WDR75	1.788284341
Crizotinib_1083	SEC61B	1.787244142
Trametinib_1372	BRIX1	1.786392887
Dasatinib_1079	BRIX1	1.781485214
Vincristine_1818	TRMT6	1.779076668
WZ4003_1614	RPS7	1.77836913
PLX-4720_1036	DENR	1.775551028
Daporinad_1248	SEC61B	1.774339853
Alisertib_1051	SEC61B	1.774339853
AZ960_1250	SSBP1	1.773615498
Sapitinib_1549	NHP2L1	1.772330897
VX-11e_2096	SSBP1	1.768208133
LJI308_2107	DRG2	1.76785369
Palbociclib_1054	COPS3	1.767679387
Bortezomib_1191	UTP3	1.766844585
SB505124_1194	DENR	1.76220102
GNE-317_1926	RPS27	1.761370088
Ulixertinib_1908	DRG2	1.759592692
Ulixertinib_1908	BRIX1	1.75694685
Teniposide_1809	WDR75	1.756111309
GSK269962A_1192	DENR	1.753857266
RO-3306_1052	DENR	1.750519764
ABT737_1910	RPS7	1.748952498
GNE-317_1926	DRG2	1.745135944
Dabrafenib_1373	WDR75	1.742705879
AZD4547_1786	RPS27	1.740207601
Temozolomide_1375	SEC61B	1.735626983
Temozolomide_1375	RPS11	1.735534132
AZD5153_1706	USP39	1.726929922
GSK1904529A_1093	RPS27	1.725556648
Entinostat_1593	RPS11	1.725393282
EPZ5676_1563	RPS11	1.725393282
SB505124_1194	PES1	1.724811795
Docetaxel_1819	TRMT6	1.723727616
AZD7762_1022	WDR75	1.721257192
Camptothecin_1003	RPS11	1.71959851
Entospletinib_1630	NHP2L1	1.714465615
Paclitaxel_1080	RPS27	1.712533579
VE821_2111	SEC61B	1.709818403
RVX-208_1625	WDR75	1.707851762
Dasatinib_1079	DDX55	1.70526017
VX-11e_2096	DRG2	1.697635203
Lapatinib_1558	USP39	1.696091888
Ipatasertib_1924	RPS27	1.694626859
Buparlisib_1873	NHP2L1	1.694626091
Osimertinib_1919	SEC61B	1.693688041
Oxaliplatin_1806	DENR	1.690444729
AZ6102_2109	SSBP1	1.689801351
AZ6102_2109	RPS27	1.688115324
KRAS (G12C) Inhibitor-12_1855	RPS11	1.684829879
GNE-317_1926	SEC61B	1.680783751
Uprosertib_1553	RPS7	1.676748037
Rapamycin_1084	TRMT6	1.676285571
Carmustine_1807	TRMT6	1.676285571
AZD4547_1786	TRMT6	1.672332067
PF-4708671_1129	SSBP1	1.670875575
AZD6482_2169	PES1	1.670519898
Staurosporine_1034	WDR75	1.670316558
Sorafenib_1085	RPS7	1.668725319
MIRA-1_1931	RPS14	1.668068681
NU7441_1038	PES1	1.666343599
BI-2536_1086	WDR75	1.664954386
Lapatinib_1558	NHP2L1	1.664866803
GSK269962A_1192	NHP2L1	1.664866803
NVP-ADW742_1932	WDR75	1.6622733
KRAS (G12C) Inhibitor-12_1855	WDR75	1.6622733
Obatoclax Mesylate_1068	SEC61B	1.661427317
ZM447439_1050	TRMT6	1.660471556
Irinotecan_1088	TRMT6	1.660471556
KU-55933_1030	SEC61B	1.658201244
AZD8055_1059	PES1	1.657990999
Afuresertib_1912	NHP2L1	1.654947041
Niraparib_1177	SEC61B	1.651749099
