protein	drug	pvalue	label
IGJ	RVX-208_1625	0.000101295115659158	sig
IGJ	OTX015_1626	0.000522106012383765	sig
IGJ	GSK343_1627	0.00345680635767906	sig
IGJ	ML323_1629	1.15154935480443e-05	sig
IGJ	Entospletinib_1630	0.0016879404164286	sig
IGJ	PRT062607_1631	1.68884339570399e-09	sig
IGJ	Ribociclib_1632	0.00030220981567191	sig
IGJ	AGI-6780_1634	0.00677870745646057	sig
IGJ	Picolinici-acid_1635	2.66275386173476e-06	sig
IGJ	AZD5153_1706	0.000780771811690961	sig
IGJ	CDK9_5576_1708	0.00771601423092484	sig
IGJ	CDK9_5038_1709	0.00253527723692533	sig
IGJ	Eg5_9814_1712	0.0107187325841171	sig
IGJ	JAK1_8709_1718	4.10842111348591e-06	sig
IGJ	AZD5991_1720	0.00563827007076391	sig
IGJ	PAK_5339_1730	0.00011538285561976	sig
IGJ	TAF1_5496_1732	5.05368834557967e-06	sig
IGJ	ULK1_4989_1733	0.0060505587847333	sig
IGJ	Selumetinib_1736	0.00515862583194353	sig
IGJ	IGF1R_3801_1738	0.00945877651189742	sig
IGJ	AZD4547_1786	0.00840380001137402	sig
IGJ	Ibrutinib_1799	0.000276391255541287	sig
IGJ	Zoledronate_1802	3.28311442914213e-05	sig
IGJ	Acetalax_1804	0.000505536044404322	sig
IGJ	Oxaliplatin_1806	2.55040924926097e-07	sig
IGJ	Carmustine_1807	0.00430833510847684	sig
IGJ	Topotecan_1808	0.000169553208279322	sig
IGJ	Teniposide_1809	7.24032399499205e-05	sig
IGJ	Mitoxantrone_1810	0.0056883817074814	sig
IGJ	Dactinomycin_1811	0.000152786971643295	sig
IGJ	Fulvestrant_1816	3.54068294446698e-05	sig
IGJ	Vincristine_1818	0.000921810193297794	sig
IGJ	Docetaxel_1819	7.4176093119022e-05	sig
IGJ	Podophyllotoxin bromide_1825	0.00159086500319818	sig
IGJ	Dihydrorotenone_1827	1.94452962870972e-05	sig
IGJ	Gallibiscoquinazole_1830	0.00241715740177944	sig
IGJ	Elephantin_1835	1.17565972535261e-06	sig
IGJ	Sabutoclax_1849	1.15154935480443e-05	sig
IGJ	LY2109761_1852	0.00396892081040572	sig
IGJ	OF-1_1853	0.00172149079459505	sig
IGJ	KRAS (G12C) Inhibitor-12_1855	4.89540095248262e-05	sig
IGJ	MG-132_1862	0.0187839644281808	sig
IGJ	BDP-00009066_1866	0.00937967859344816	sig
IGJ	Buparlisib_1873	6.03834506103967e-06	sig
IGJ	Venetoclax_1909	1.0929397562104e-06	sig
IGJ	ABT737_1910	2.36670326243547e-09	sig
IGJ	Dactinomycin_1911	0.000181676242315595	sig
IGJ	Afuresertib_1912	2.11903217338596e-07	sig
IGJ	AGI-5198_1913	0.00108615177477964	sig
IGJ	AZD3759_1915	1.32662800478424e-07	sig
IGJ	AZD5363_1916	0.00221715507308786	sig
IGJ	AZD6738_1917	2.71220119150104e-07	sig
IGJ	AZD8186_1918	6.41241422103739e-05	sig
IGJ	Osimertinib_1919	4.5406368966135e-08	sig
IGJ	Cediranib_1922	0.0006326369833975	sig
IGJ	Ipatasertib_1924	4.65295625947542e-06	sig
IGJ	GDC0810_1925	1.70457269259922e-07	sig
IGJ	GNE-317_1926	4.52778312360385e-09	sig
IGJ	GSK2578215A_1927	0.00141195552128706	sig
IGJ	I-BRD9_1928	8.88422765468676e-05	sig
IGJ	Telomerase Inhibitor IX_1930	2.4810730453775e-06	sig
IGJ	MIRA-1_1931	0.000494763188296106	sig
IGJ	NVP-ADW742_1932	2.04768393585745e-05	sig
IGJ	P22077_1933	7.98588437820115e-08	sig
IGJ	Savolitinib_1936	0.0219003444973429	sig
IGJ	UMI-77_1939	0.00563827007076391	sig
IGJ	WIKI4_1940	0.000884491399557538	sig
IGJ	WEHI-539_1997	1.06144530061005e-06	sig
IGJ	Foretinib_2040	0.00333079935495243	sig
IGJ	BIBR-1532_2043	0.000425140436460331	sig
IGJ	AMG-319_2045	0.00578981186844814	sig
IGJ	MK-8776_2046	0.00317917783982992	sig
IGJ	Ulixertinib_2047	0.000703087379066382	sig
IGJ	Vinorelbine_2048	5.1431305422547e-05	sig
IGJ	VX-11e_2096	7.40271993259434e-06	sig
IGJ	Uprosertib_2106	0.000152786971643295	sig
IGJ	LJI308_2107	0.00217482214706508	sig
IGJ	AZ6102_2109	1.73022747304508e-05	sig
IGJ	GSK591_2110	0.00869392710259949	sig
IGJ	VE821_2111	0.000402575399135225	sig
IGJ	AT13148_2170	0.0139162148577721	sig
IGJ	BMS-754807_2171	3.31635623209772e-07	sig
IGJ	JQ1_2172	4.65295625947542e-06	sig
UTP3	Afatinib_1032	0.0404725103848592	sig
UTP3	Palbociclib_1054	0.0243640265458891	sig
UTP3	Obatoclax Mesylate_1068	0.0206585171352446	sig
UTP3	Rapamycin_1084	0.0286323520783099	sig
UTP3	GSK1904529A_1093	0.0181260000798772	sig
UTP3	Dinaciclib_1180	0.011387551047878	sig
UTP3	Bortezomib_1191	0.0341156012042006	sig
UTP3	GSK269962A_1192	0.00806704006332907	sig
UTP3	SB505124_1194	0.00517634450537545	sig
UTP3	Tamoxifen_1199	0.0105125034861468	sig
UTP3	BMS-345541_1249	0.0335296146652709	sig
UTP3	AZ960_1250	0.00444510184047925	sig
UTP3	AZD5438_1401	0.0130753857634093	sig
UTP3	AZD2014_1441	0.0199052208430769	sig
UTP3	AZD1332_1463	0.0177873621108484	sig
UTP3	Linsitinib_1510	0.043282859591177	sig
UTP3	GSK2606414_1618	0.0276318812935566	sig
UTP3	I-BET-762_1624	0.0378184253121738	sig
UTP3	Entospletinib_1630	0.0222399733966752	sig
UTP3	AZD5153_1706	0.043282859591177	sig
UTP3	CDK9_5576_1708	0.0341156012042006	sig
UTP3	IRAK4_4710_1716	0.0485977561894202	sig
UTP3	VSP34_8731_1734	0.0161760275586633	sig
UTP3	IGF1R_3801_1738	0.0323834361511556	sig
UTP3	JAK_8517_1739	0.00969778683324526	sig
UTP3	Vincristine_1818	0.043282859591177	sig
UTP3	Podophyllotoxin bromide_1825	0.043282859591177	sig
UTP3	Sinularin_1838	0.0447487780968613	sig
UTP3	MN-64_1854	0.0191760162894943	sig
UTP3	Sepantronium bromide_1941	0.00697328732526653	sig
UTP3	MIM1_1996	0.0171266807417518	sig
UTP3	JQ1_2172	0.00444510184047925	sig
RAB15	Camptothecin_1003	0.0101978648588193	sig
RAB15	Cisplatin_1005	0.0457354130965358	sig
RAB15	Gefitinib_1010	0.00173849497399269	sig
RAB15	KU-55933_1030	0.0247083219694696	sig
RAB15	Afatinib_1032	5.69790818196159e-08	sig
RAB15	Staurosporine_1034	1.41269983013285e-07	sig
RAB15	PLX-4720_1036	0.000479004621528438	sig
RAB15	NU7441_1038	5.01781686226005e-05	sig
RAB15	Doramapimod_1042	2.12232395114959e-06	sig
RAB15	ZM447439_1050	0.000149279359931619	sig
RAB15	RO-3306_1052	4.40290941280936e-06	sig
RAB15	Pictilisib_1058	0.000695727434991732	sig
RAB15	AZD8055_1059	0.00791685404816659	sig
RAB15	PD0325901_1060	0.0123252370157369	sig
RAB15	Dasatinib_1079	0.0260317350788048	sig
RAB15	Tozasertib_1096	0.00105340996058054	sig
RAB15	PF-4708671_1129	0.0457354130965358	sig
RAB15	Niraparib_1177	0.0224046405931328	sig
RAB15	Gemcitabine_1190	0.0421084806630503	sig
RAB15	Bortezomib_1191	0.000319475556937862	sig
RAB15	SB505124_1194	0.000756667973648979	sig
RAB15	AZ960_1250	9.30500108653935e-06	sig
RAB15	Talazoparib_1259	0.0390005698535762	sig
RAB15	XAV939_1268	0.00529849565668413	sig
RAB15	Trametinib_1372	0.00184380507288798	sig
RAB15	Dabrafenib_1373	0.000527740881203739	sig
RAB15	Temozolomide_1375	0.00320898922327193	sig
RAB15	AZD2014_1441	3.63072265762214e-05	sig
RAB15	Ruxolitinib_1507	0.000695727434991732	sig
RAB15	Linsitinib_1510	0.000165684241287271	sig
RAB15	Epirubicin_1511	0.0299369190068389	sig
RAB15	Sapitinib_1549	8.76742899550817e-11	sig
RAB15	LCL161_1557	0.0435890017189764	sig
RAB15	Lapatinib_1558	1.73022747304508e-05	sig
RAB15	Luminespib_1559	0.000857426828256523	sig
RAB15	Alpelisib_1560	3.58543442761181e-05	sig
RAB15	Taselisib_1561	7.40271993259434e-06	sig
RAB15	EPZ5676_1563	0.0424011324940894	sig
RAB15	I-BET-762_1624	0.026815146522244	sig
RAB15	GSK343_1627	0.018209488865849	sig
RAB15	PRT062607_1631	0.00812236334809045	sig
RAB15	Ribociclib_1632	3.0434110077971e-05	sig
RAB15	ERK_2440_1713	0.00135656967202508	sig
RAB15	ERK_6604_1714	0.0214059538404124	sig
RAB15	TAF1_5496_1732	0.025839002042545	sig
RAB15	VSP34_8731_1734	0.00930117128152067	sig
RAB15	Selumetinib_1736	0.0104554132763671	sig
RAB15	JAK_8517_1739	0.00317917783982992	sig
RAB15	Ibrutinib_1799	0.00840380001137402	sig
RAB15	Acetalax_1804	1.65756018873432e-08	sig
RAB15	Topotecan_1808	0.00869392710259949	sig
RAB15	Teniposide_1809	0.0463647869205519	sig
RAB15	Mitoxantrone_1810	0.0117353903844208	sig
RAB15	Fludarabine_1813	0.000309008514864348	sig
RAB15	Nelarabine_1814	0.000312461318130846	sig
RAB15	MN-64_1854	0.000228234263797892	sig
RAB15	MG-132_1862	0.0123252370157369	sig
RAB15	Ulixertinib_1908	0.00626672159350686	sig
RAB15	AZD3759_1915	0.0368645961271716	sig
RAB15	AZD8186_1918	0.0314975689539941	sig
RAB15	Osimertinib_1919	8.42135039440881e-09	sig
RAB15	Ipatasertib_1924	0.0147188322798941	sig
RAB15	GDC0810_1925	0.00253527723692533	sig
RAB15	GNE-317_1926	0.000740984605353948	sig
RAB15	P22077_1933	0.0390005698535762	sig
RAB15	Savolitinib_1936	0.000267253729986085	sig
RAB15	MIM1_1996	0.035328741282375	sig
RAB15	BPD-00008900_1998	0.00253527723692533	sig
RAB15	Pyridostatin_2044	0.00930117128152067	sig
RAB15	AMG-319_2045	0.00144042347227816	sig
RAB15	MK-8776_2046	0.0479701898832589	sig
RAB15	Ulixertinib_2047	0.0331274941141524	sig
RAB15	LJI308_2107	0.00594501642659433	sig
RAB15	AZD6482_2169	0.000484204703025304	sig
COPS3	Camptothecin_1003	0.00471616167824165	sig
COPS3	Vinblastine_1004	0.000970510081698145	sig
COPS3	Cisplatin_1005	0.000376974882114002	sig
COPS3	Cytarabine_1006	0.0117353903844208	sig
COPS3	Docetaxel_1007	3.49646221482057e-05	sig
COPS3	Nilotinib_1013	0.000104967109839897	sig
COPS3	Olaparib_1017	0.0278229709924366	sig
COPS3	Axitinib_1021	0.00034903298907108	sig
COPS3	AZD7762_1022	0.00434762854182795	sig
COPS3	KU-55933_1030	0.000201397903240804	sig
COPS3	Afatinib_1032	0.00260865969983576	sig
COPS3	Staurosporine_1034	1.57243796210875e-09	sig
COPS3	PLX-4720_1036	9.66949534400836e-08	sig
COPS3	NU7441_1038	1.59370375655547e-06	sig
COPS3	Doramapimod_1042	3.57135290247185e-07	sig
COPS3	Nutlin-3a (-)_1047	0.0331274941141524	sig
COPS3	PD173074_1049	0.00134303992339646	sig
COPS3	ZM447439_1050	3.67655369076104e-05	sig
COPS3	Alisertib_1051	0.000522106012383765	sig
COPS3	RO-3306_1052	3.38325943476523e-08	sig
COPS3	Palbociclib_1054	0.00599757843275513	sig
COPS3	Dactolisib_1057	2.92988950149866e-05	sig
COPS3	AZD8055_1059	1.10836178445901e-13	sig
COPS3	Obatoclax Mesylate_1068	0.0132592699302889	sig
COPS3	Paclitaxel_1080	0.00239414659069178	sig
COPS3	Rapamycin_1084	0.000385334302300927	sig
COPS3	BI-2536_1086	0.0363464439353981	sig
COPS3	Irinotecan_1088	0.0169728590090037	sig
COPS3	BMS-536924_1091	0.00610396036772233	sig
COPS3	GSK1904529A_1093	9.20869114277617e-05	sig
COPS3	Tozasertib_1096	9.65272298166796e-09	sig
COPS3	Niraparib_1177	0.0073914102308203	sig
COPS3	MK-1775_1179	0.0358345115952441	sig
COPS3	Dinaciclib_1180	0.000183774320957784	sig
COPS3	Gemcitabine_1190	0.00265865472146102	sig
COPS3	Bortezomib_1191	9.17171840612577e-09	sig
COPS3	GSK269962A_1192	1.96984406076663e-05	sig
COPS3	SB505124_1194	3.24195580736807e-05	sig
COPS3	Tamoxifen_1199	3.76986870957353e-05	sig
COPS3	Fulvestrant_1200	0.0153168442563425	sig
COPS3	EPZ004777_1237	0.0195243055331905	sig
COPS3	YK-4-279_1239	0.0148367612941779	sig
COPS3	BMS-345541_1249	0.0060505587847333	sig
COPS3	AZ960_1250	3.01533115350374e-08	sig
COPS3	Talazoparib_1259	0.00329995826640212	sig
COPS3	XAV939_1268	0.0207619014641421	sig
COPS3	Dabrafenib_1373	2.54712749813867e-05	sig
COPS3	Temozolomide_1375	2.54712749813867e-05	sig
COPS3	AZD5438_1401	3.91406735158713e-05	sig
COPS3	IAP_5620_1428	0.00348897871098838	sig
COPS3	AZD1208_1449	0.000230833594669376	sig
COPS3	AZD1332_1463	4.77581978561594e-05	sig
COPS3	Ruxolitinib_1507	0.00446746590544621	sig
COPS3	Epirubicin_1511	0.000261320204909261	sig
COPS3	Cyclophosphamide_1512	0.00289464926545388	sig
COPS3	Pevonedistat_1529	0.000764624730493507	sig
COPS3	Sapitinib_1549	3.4055801457078e-10	sig
COPS3	Uprosertib_1553	0.0117353903844208	sig
COPS3	LCL161_1557	0.00379102808523736	sig
COPS3	Lapatinib_1558	0.00666179008290155	sig
COPS3	Luminespib_1559	0.00170463968840433	sig
COPS3	Alpelisib_1560	0.00621203884705912	sig
COPS3	Taselisib_1561	0.00294962340190813	sig
COPS3	EPZ5676_1563	0.000249821818112304	sig
COPS3	IWP-2_1576	0.00945877651189742	sig
COPS3	OSI-027_1594	0.00937967859344816	sig
COPS3	WZ4003_1614	0.000103729376153574	sig
COPS3	CZC24832_1615	0.000539181034152845	sig
COPS3	GSK2606414_1618	0.00122675570231446	sig
COPS3	PFI3_1620	0.00137022505048216	sig
COPS3	PCI-34051_1621	0.0373890262808038	sig
COPS3	Wnt-C59_1622	0.0424011324940894	sig
COPS3	I-BET-762_1624	0.00426936394863198	sig
COPS3	OTX015_1626	0.0217344548571046	sig
COPS3	GSK343_1627	0.015195558695882	sig
COPS3	Entospletinib_1630	0.0499580820417254	sig
COPS3	AGI-6780_1634	0.0024637873993668	sig
COPS3	AZD5153_1706	0.0252681887879793	sig
COPS3	CDK9_5576_1708	0.000612818460530541	sig
COPS3	CDK9_5038_1709	0.00154427931789249	sig
COPS3	Eg5_9814_1712	0.000574902892543163	sig
COPS3	ERK_2440_1713	0.0104554132763671	sig
COPS3	IRAK4_4710_1716	7.9197004610553e-06	sig
COPS3	JAK1_8709_1718	0.0395506985907739	sig
COPS3	AZD5991_1720	0.00139791691180985	sig
COPS3	PAK_5339_1730	0.0252681887879793	sig
COPS3	ULK1_4989_1733	8.88422765468676e-05	sig
COPS3	VSP34_8731_1734	0.00471616167824165	sig
COPS3	Selumetinib_1736	2.06269029787571e-06	sig
COPS3	IGF1R_3801_1738	4.40290941280936e-06	sig
COPS3	JAK_8517_1739	1.80233012104146e-08	sig
COPS3	AZD4547_1786	0.00326937750965142	sig
COPS3	Zoledronate_1802	0.00726503632255959	sig
COPS3	Acetalax_1804	0.0314975689539941	sig
COPS3	Carmustine_1807	0.000688439146547693	sig
COPS3	Topotecan_1808	0.000473856667300001	sig
COPS3	Teniposide_1809	0.000695727434991732	sig
COPS3	Mitoxantrone_1810	1.55880185272556e-05	sig
COPS3	Dactinomycin_1811	0.00189862965856601	sig
COPS3	Fludarabine_1813	1.84633631228155e-05	sig
COPS3	Nelarabine_1814	5.05697708695082e-07	sig
COPS3	Fulvestrant_1816	0.0122251414456726	sig
COPS3	Vincristine_1818	0.0026335487640256	sig
COPS3	Docetaxel_1819	0.00386129705557402	sig
COPS3	Podophyllotoxin bromide_1825	0.00306243963804355	sig
COPS3	Gallibiscoquinazole_1830	0.00937967859344816	sig
COPS3	Sinularin_1838	0.00336190273261625	sig
COPS3	Sabutoclax_1849	0.0133668195439454	sig
COPS3	LY2109761_1852	0.0343354568844318	sig
COPS3	OF-1_1853	0.000376974882114002	sig
COPS3	MN-64_1854	2.12232395114959e-06	sig
COPS3	KRAS (G12C) Inhibitor-12_1855	0.0301557166633305	sig
COPS3	MG-132_1862	6.4251564813418e-07	sig
COPS3	BDP-00009066_1866	0.00149895289103311	sig
COPS3	Buparlisib_1873	0.0247083219694696	sig
COPS3	Dactinomycin_1911	0.00404217568880916	sig
COPS3	AGI-5198_1913	0.00345680635767906	sig
COPS3	AZD5363_1916	8.67395151997633e-05	sig
COPS3	Osimertinib_1919	0.000568800134724956	sig
COPS3	Cediranib_1922	0.0305974371380697	sig
COPS3	GNE-317_1926	0.022574968094778	sig
COPS3	GSK2578215A_1927	0.000372859029898403	sig
COPS3	I-BRD9_1928	0.00891736281329274	sig
COPS3	Telomerase Inhibitor IX_1930	0.0366047389246159	sig
COPS3	MIRA-1_1931	0.00648981162563407	sig
COPS3	NVP-ADW742_1932	0.0284432092054596	sig
COPS3	Savolitinib_1936	0.00389687342734705	sig
COPS3	UMI-77_1939	0.00791685404816659	sig
COPS3	WIKI4_1940	0.0184947747087088	sig
COPS3	Sepantronium bromide_1941	0.0176504558186981	sig
COPS3	MIM1_1996	5.27140631650154e-05	sig
COPS3	BPD-00008900_1998	4.91657352618094e-06	sig
COPS3	Foretinib_2040	8.57058536734486e-05	sig
COPS3	BIBR-1532_2043	0.0348290754606644	sig
COPS3	Pyridostatin_2044	3.32815042917801e-08	sig
COPS3	AMG-319_2045	1.87043208398843e-05	sig
COPS3	MK-8776_2046	0.00151392369315965	sig
COPS3	Vinorelbine_2048	0.00411665582025836	sig
COPS3	Uprosertib_2106	0.0156858292771415	sig
COPS3	LJI308_2107	0.00379102808523736	sig
COPS3	AZ6102_2109	0.0068974656658315	sig
COPS3	GSK591_2110	0.00248740976235133	sig
COPS3	VE821_2111	0.0123252370157369	sig
COPS3	AT13148_2170	1.00816779475646e-05	sig
COPS3	JQ1_2172	0.00869392710259949	sig
RPS11	Camptothecin_1003	5.13353770831e-07	sig
RPS11	Vinblastine_1004	1.12139950952467e-05	sig
RPS11	Cisplatin_1005	8.39084905379433e-07	sig
RPS11	Cytarabine_1006	0.000163781051289438	sig
RPS11	Docetaxel_1007	3.16110458705359e-05	sig
RPS11	Gefitinib_1010	7.37764756374983e-11	sig
RPS11	Navitoclax_1011	5.13968375518985e-16	sig
RPS11	Vorinostat_1012	3.55481865998229e-13	sig
RPS11	Nilotinib_1013	1.29706206979856e-05	sig
RPS11	Olaparib_1017	3.60037932884904e-10	sig
RPS11	Axitinib_1021	0.0215696599252876	sig
RPS11	AZD7762_1022	8.14669715310035e-07	sig
RPS11	KU-55933_1030	2.63123474814289e-09	sig
RPS11	Afatinib_1032	3.33518468669796e-12	sig
RPS11	NU7441_1038	6.51098271777848e-09	sig
RPS11	Doramapimod_1042	0.000236115820033958	sig
RPS11	Wee1 Inhibitor_1046	2.30250312438069e-10	sig
RPS11	Nutlin-3a (-)_1047	3.20989702115679e-07	sig
RPS11	Mirin_1048	2.55363407779439e-12	sig
RPS11	PD173074_1049	1.79902897370436e-05	sig
RPS11	ZM447439_1050	2.05395963564035e-09	sig
RPS11	Alisertib_1051	1.9205644983984e-06	sig
RPS11	RO-3306_1052	2.35890451430174e-05	sig
RPS11	MK-2206_1053	5.66557024831812e-12	sig
RPS11	Palbociclib_1054	0.00434762854182795	sig
RPS11	Dactolisib_1057	0.000337661294532656	sig
RPS11	Pictilisib_1058	4.11457192995084e-15	sig
RPS11	Obatoclax Mesylate_1068	1.82253642137927e-05	sig
RPS11	5-Fluorouracil_1073	2.36124493377207e-07	sig
RPS11	Paclitaxel_1080	2.91754513579153e-08	sig
RPS11	Crizotinib_1083	2.21974415807518e-07	sig
RPS11	Rapamycin_1084	0.000270267632157747	sig
RPS11	Sorafenib_1085	5.52531253559115e-11	sig
RPS11	Irinotecan_1088	1.20359376516199e-08	sig
RPS11	Oxaliplatin_1089	7.7917039432208e-13	sig
RPS11	BMS-536924_1091	1.20695996616585e-07	sig
RPS11	GSK1904529A_1093	2.92988950149866e-05	sig
RPS11	PF-4708671_1129	0.00701808967869325	sig
RPS11	PRIMA-1MET_1131	1.7501534897321e-09	sig
RPS11	Erlotinib_1168	2.29916025991791e-05	sig
RPS11	Niraparib_1177	1.59370375655547e-06	sig
RPS11	MK-1775_1179	5.30344156226364e-10	sig
RPS11	Dinaciclib_1180	0.000249821818112304	sig
RPS11	Gemcitabine_1190	1.89482721185741e-05	sig
RPS11	SB505124_1194	0.0154389812344787	sig
RPS11	Tamoxifen_1199	0.00454901203366316	sig
RPS11	Fulvestrant_1200	1.16352457845402e-08	sig
RPS11	EPZ004777_1237	4.98151816024224e-07	sig
RPS11	YK-4-279_1239	1.78619170310722e-07	sig
RPS11	Daporinad_1248	3.79457705920363e-08	sig
RPS11	BMS-345541_1249	1.20359376516199e-08	sig
RPS11	Talazoparib_1259	8.11457386749715e-08	sig
RPS11	XAV939_1268	2.02141752421565e-05	sig
RPS11	Dabrafenib_1373	0.00978115012480397	sig
RPS11	Temozolomide_1375	0.0016549924623457	sig
RPS11	AZD5438_1401	0.00234872548110246	sig
RPS11	IAP_5620_1428	3.54068294446698e-05	sig
RPS11	AZD2014_1441	1.16944385819051e-07	sig
RPS11	AZD1208_1449	1.78787274549597e-06	sig
RPS11	AZD1332_1463	0.00778244767602375	sig
RPS11	Ruxolitinib_1507	0.00056275774829772	sig
RPS11	Linsitinib_1510	7.50626705111443e-16	sig
RPS11	Epirubicin_1511	2.35890451430174e-05	sig
RPS11	Cyclophosphamide_1512	5.13353770831e-07	sig
RPS11	Pevonedistat_1529	1.9009136604718e-07	sig
RPS11	Sapitinib_1549	0.000252651076749745	sig
RPS11	Uprosertib_1553	6.60659912157126e-10	sig
RPS11	LCL161_1557	4.22387744673562e-06	sig
RPS11	Lapatinib_1558	2.16620884553211e-09	sig
RPS11	Luminespib_1559	0.00599757843275513	sig
RPS11	Alpelisib_1560	2.85991017982569e-18	sig
RPS11	Taselisib_1561	4.94529807949149e-17	sig
RPS11	EPZ5676_1563	1.73022747304508e-05	sig
RPS11	IWP-2_1576	1.67817663441509e-07	sig
RPS11	Leflunomide_1578	7.98753539291206e-12	sig
RPS11	Entinostat_1593	7.2218072988088e-12	sig
RPS11	OSI-027_1594	0.00726503632255959	sig
RPS11	LGK974_1598	2.49555745937575e-09	sig
RPS11	VE-822_1613	3.16178316391266e-10	sig
RPS11	WZ4003_1614	0.0210817848688957	sig
RPS11	CZC24832_1615	7.78456849134494e-05	sig
RPS11	AZD5582_1617	1.52625347955776e-06	sig
RPS11	GSK2606414_1618	0.000151023579439344	sig
RPS11	PFI3_1620	1.84633631228155e-05	sig
RPS11	PCI-34051_1621	2.36124493377207e-07	sig
RPS11	Wnt-C59_1622	1.4123549767885e-09	sig
RPS11	I-BET-762_1624	5.13353770831e-07	sig
RPS11	RVX-208_1625	1.49879293619643e-05	sig
RPS11	OTX015_1626	2.9672751540401e-05	sig
RPS11	GSK343_1627	1.31427257141714e-05	sig
RPS11	ML323_1629	8.31562190537034e-12	sig
RPS11	Entospletinib_1630	0.00637738884558271	sig
RPS11	PRT062607_1631	9.28524436064924e-11	sig
RPS11	Ribociclib_1632	2.51479513663653e-05	sig
RPS11	AGI-6780_1634	4.52627896524971e-06	sig
RPS11	Picolinici-acid_1635	1.30813040585896e-10	sig
RPS11	AZD5153_1706	2.32885008623468e-05	sig
RPS11	CDK9_5576_1708	0.000276391255541287	sig
RPS11	CDK9_5038_1709	2.45129788006156e-05	sig
RPS11	Eg5_9814_1712	8.16864551580092e-05	sig
RPS11	IRAK4_4710_1716	0.0260317350788048	sig
RPS11	JAK1_8709_1718	8.37800450163535e-08	sig
RPS11	AZD5991_1720	4.18539173481321e-08	sig
RPS11	PAK_5339_1730	8.71404687325424e-09	sig
RPS11	TAF1_5496_1732	3.85549215753833e-14	sig
RPS11	ULK1_4989_1733	1.01583582187085e-06	sig
RPS11	VSP34_8731_1734	0.000273313370452561	sig
RPS11	IGF1R_3801_1738	6.33474266119888e-05	sig
RPS11	AZD4547_1786	2.2698308563357e-05	sig
RPS11	Ibrutinib_1799	5.25509606375299e-08	sig
RPS11	Zoledronate_1802	4.4497378812112e-09	sig
RPS11	Acetalax_1804	2.8302845567474e-12	sig
RPS11	Oxaliplatin_1806	1.0793981123153e-11	sig
RPS11	Carmustine_1807	2.51642976229138e-06	sig
RPS11	Topotecan_1808	3.25928125558393e-07	sig
RPS11	Teniposide_1809	5.05697708695082e-07	sig
RPS11	Mitoxantrone_1810	0.000539181034152845	sig
RPS11	Dactinomycin_1811	2.63010382340807e-07	sig
RPS11	Fulvestrant_1816	5.11216624464771e-10	sig
RPS11	Vincristine_1818	1.81422816710352e-07	sig
RPS11	Docetaxel_1819	2.9660471923003e-08	sig
RPS11	Podophyllotoxin bromide_1825	1.96091391330323e-07	sig
RPS11	Dihydrorotenone_1827	7.31360387077288e-14	sig
RPS11	Gallibiscoquinazole_1830	2.11903217338596e-07	sig
RPS11	Elephantin_1835	2.8302845567474e-12	sig
RPS11	Sinularin_1838	4.16609676328381e-05	sig
RPS11	Sabutoclax_1849	2.30250312438069e-10	sig
RPS11	LY2109761_1852	0.000725603596946318	sig
RPS11	OF-1_1853	3.92074270674107e-08	sig
RPS11	MN-64_1854	0.035078148894813	sig
RPS11	KRAS (G12C) Inhibitor-12_1855	8.86408039879702e-09	sig
RPS11	MG-132_1862	0.00270952404431205	sig
RPS11	BDP-00009066_1866	0.00138400711058992	sig
RPS11	Buparlisib_1873	1.80379173281685e-10	sig
RPS11	Venetoclax_1909	9.10940161674243e-11	sig
RPS11	ABT737_1910	3.66708143136645e-15	sig
RPS11	Dactinomycin_1911	2.27874013827432e-06	sig
RPS11	Afuresertib_1912	1.40830673032957e-14	sig
RPS11	AGI-5198_1913	1.28288860591598e-06	sig
RPS11	AZD3759_1915	1.14524434403903e-10	sig
RPS11	AZD5363_1916	4.92503830698492e-08	sig
RPS11	AZD6738_1917	2.62444262148072e-10	sig
RPS11	AZD8186_1918	5.46951787011573e-05	sig
RPS11	Osimertinib_1919	1.08445342824837e-13	sig
RPS11	Cediranib_1922	3.19684304077942e-06	sig
RPS11	Ipatasertib_1924	7.31360387077288e-14	sig
RPS11	GDC0810_1925	2.12396637014014e-13	sig
RPS11	GNE-317_1926	1.87332031172767e-12	sig
RPS11	GSK2578215A_1927	2.63010382340807e-07	sig
RPS11	I-BRD9_1928	4.61511329733192e-08	sig
RPS11	Telomerase Inhibitor IX_1930	4.83781482440343e-10	sig
RPS11	MIRA-1_1931	1.30165118082795e-06	sig
RPS11	NVP-ADW742_1932	2.29558495871065e-11	sig
RPS11	P22077_1933	3.95510227828058e-13	sig
RPS11	Savolitinib_1936	0.00467386101853572	sig
RPS11	UMI-77_1939	9.5573122260559e-06	sig
RPS11	WIKI4_1940	6.37657208700327e-06	sig
RPS11	Sepantronium bromide_1941	0.000839812628988055	sig
RPS11	MIM1_1996	0.00467386101853572	sig
RPS11	WEHI-539_1997	1.91252297235196e-12	sig
RPS11	BPD-00008900_1998	0.00450807192490556	sig
RPS11	Foretinib_2040	2.29916025991791e-05	sig
RPS11	BIBR-1532_2043	2.43522492887332e-07	sig
RPS11	Pyridostatin_2044	0.019374230475583	sig
RPS11	AMG-319_2045	0.00011538285561976	sig
RPS11	MK-8776_2046	2.57985500589857e-05	sig
RPS11	Ulixertinib_2047	1.04602744312123e-06	sig
RPS11	Vinorelbine_2048	2.9660471923003e-08	sig
