+------+-------------------------------+-------------+---------------+
| Rank |           Drug Name           | Target Name | Binding Score |
| 447  |         AGI-5198_1913         |     RPS7    |     10.68     |
| 448  |         ZM447439_1050         |    USP39    |     10.68     |
| 449  |        Fulvestrant_1816       |    SEC61B   |     10.66     |
| 450  |        Fulvestrant_1200       |    RPS11    |     10.66     |
| 451  |         Daporinad_1248        |     RPS7    |     10.65     |
| 452  |         PLX-4720_1036         |     DENR    |     10.64     |
| 453  |       Pyridostatin_2044       |    USP39    |     10.62     |
| 454  |       Temozolomide_1375       |    WDR75    |     10.61     |
| 455  |        Fludarabine_1813       |    COPS3    |     10.61     |
| 456  |     Cyclophosphamide_1512     |     DRG2    |     10.61     |
| 457  |        GSK1904529A_1093       |    RPS27    |     10.60     |
| 458  |        GSK269962A_1192        |    BRIX1    |     10.60     |
| 459  |         Acetalax_1804         |    RPS14    |     10.58     |
| 460  |        Teniposide_1809        |    RPS14    |     10.56     |
| 461  |         SB505124_1194         |     DENR    |     10.56     |
| 462  |       Staurosporine_1034      |    TRMT6    |     10.55     |
| 463  |          AMG-319_2045         |    RPS11    |     10.53     |
| 464  |        Trametinib_1372        |    RAB15    |     10.52     |
| 465  |        Paclitaxel_1080        |    RPS27    |     10.52     |
| 466  |         Topotecan_1808        |    RPS11    |     10.51     |
| 467  |        GSK269962A_1192        |     DENR    |     10.51     |
| 468  |        Leflunomide_1578       |    WDR75    |     10.50     |
| 469  |          RO-3306_1052         |     DENR    |     10.49     |
| 470  |       Dactinomycin_1911       |    DHX30    |     10.49     |
| 471  |          LJI308_2107          |    WDR75    |     10.47     |
| 472  |         Taselisib_1561        |     IGJ     |     10.46     |
| 473  |        Carmustine_1807        |    SEC61B   |     10.46     |
| 474  |           AZ960_1250          |     RPS7    |     10.46     |
| 475  |          AZD5153_1706         |     RPS7    |     10.46     |
| 476  |        Talazoparib_1259       |    RPS14    |     10.45     |
| 477  |        Uprosertib_2106        |    SEC61B   |     10.45     |
| 478  |        Sabutoclax_1849        |    RPS11    |     10.44     |
| 479  |       Mitoxantrone_1810       |    COPS3    |     10.42     |
| 480  |        Ipatasertib_1924       |    RPS27    |     10.41     |
| 481  |       Entospletinib_1630      |    LSM14B   |     10.40     |
| 482  |          AZD3759_1915         |    WDR75    |     10.40     |
| 483  |          AZ6102_2109          |    RPS27    |     10.37     |
| 484  |       Entospletinib_1630      |    NHP2L1   |     10.37     |
| 485  |         PD173074_1049         |     RPS7    |     10.36     |
| 486  |          AZD3759_1915         |    RAB15    |     10.35     |
| 487  |         LY2109761_1852        |    BRIX1    |     10.35     |
| 488  |          AZD6738_1917         |    DHX30    |     10.34     |
| 489  |          LGK974_1598          |     DRG2    |     10.34     |
| 490  |         Erlotinib_1168        |    WDR75    |     10.34     |
| 491  |          AZD5438_1401         |     UTP3    |     10.32     |
| 492  |        Dinaciclib_1180        |     IGJ     |     10.32     |
| 493  |        Epirubicin_1511        |    DHX30    |     10.31     |
| 494  |        Sabutoclax_1849        |    WDR75    |     10.31     |
| 495  |           VE821_2111          |    RPS14    |     10.29     |
| 496  |         AGI-6780_1634         |    SEC61B   |     10.27     |
| 497  |          AZD6482_2169         |     YBX1    |     10.26     |
| 498  |        Buparlisib_1873        |    NHP2L1   |     10.25     |
| 499  |         Sapitinib_1549        |     RPS7    |     10.22     |
| 500  |        Dinaciclib_1180        |    USP39    |     10.21     |
| 501  |        Nelarabine_1814        |     PRCP    |     10.19     |
| 502  |        Zoledronate_1802       |    TRMT6    |     10.19     |
| 503  |          AZD8055_1059         |    WDR75    |     10.18     |
| 504  |         PD0325901_1060        |     PRCP    |     10.17     |
| 505  |         PD173074_1049         |    SEC61B   |     10.16     |
| 506  |          P22077_1933          |    LSM14B   |     10.14     |
| 507  |        Oxaliplatin_1806       |     DENR    |     10.13     |
| 508  |         Niraparib_1177        |    BRIX1    |     10.13     |
| 509  |          AZD6738_1917         |    RPS27    |     10.13     |
| 510  |          RO-3306_1052         |    SEC61B   |     10.13     |
| 511  |          AZD5582_1617         |     IGJ     |     10.12     |
| 512  |          AZD6738_1917         |    BRIX1    |     10.11     |
| 513  |         Niraparib_1177        |     DRG2    |     10.11     |
| 514  |         Ibrutinib_1799        |    SSBP1    |     10.10     |
| 515  |         CZC24832_1615         |    RPS27    |     10.10     |
| 516  |        GSK269962A_1192        |    COPS3    |     10.10     |
| 517  |       Temozolomide_1375       |    RAB15    |     10.10     |
| 518  |           ML323_1629          |     DRG2    |     10.09     |
| 519  |        GSK2606414_1618        |     UTP3    |     10.09     |
| 520  |           WIKI4_1940          |    TRMT6    |     10.09     |
| 521  |          I-BRD9_1928          |    WDR75    |     10.08     |
| 522  |  Podophyllotoxin bromide_1825 |    DHX30    |     10.08     |
| 523  |         I-BET-762_1624        |     RPS7    |     10.08     |
| 524  |         Lapatinib_1558        |    NHP2L1   |     10.07     |
| 525  |        GSK269962A_1192        |    NHP2L1   |     10.07     |
| 526  |        Elephantin_1835        |    DHX30    |     10.06     |
| 527  |         ZM447439_1050         |     IGJ     |     10.05     |
| 528  |       Pevonedistat_1529       |     RPS7    |     10.04     |
| 529  |       Mitoxantrone_1810       |    SEC61B   |     10.02     |
| 530  |         BIBR-1532_2043        |     DRG2    |     10.01     |
| 531  |        Afuresertib_1912       |    NHP2L1   |     10.01     |
| 532  |         Rapamycin_1084        |    WDR75    |      9.99     |
| 533  |         EPZ004777_1237        |    COPS3    |      9.97     |
| 534  |          GSK343_1627          |     DRG2    |      9.97     |
| 535  |          GDC0810_1925         |    SEC61B   |      9.95     |
| 536  |         Topotecan_1808        |    WDR75    |      9.94     |
| 537  |            JQ1_2172           |    RPS14    |      9.92     |
| 538  |          AZD1208_1449         |    DHX30    |      9.92     |
| 539  |          AZD3759_1915         |    RPS11    |      9.92     |
| 540  |    Obatoclax Mesylate_1068    |    DHX30    |      9.90     |
| 541  |         BIBR-1532_2043        |    USP39    |      9.89     |
| 542  |         Erlotinib_1168        |    LSM14B   |      9.88     |
| 543  |        Uprosertib_1553        |    RPS11    |      9.88     |
| 544  |          AZD1332_1463         |    COPS3    |      9.88     |
| 545  |       Entospletinib_1630      |     RPS7    |      9.85     |
| 546  |        Ribociclib_1632        |    RAB15    |      9.85     |
| 547  |         Afatinib_1032         |     PRCP    |      9.83     |
| 548  |         AGI-6780_1634         |     IGJ     |      9.83     |
| 549  |          RO-3306_1052         |     DRG2    |      9.82     |
| 550  |        Trametinib_1372        |    RPS27    |      9.81     |
| 551  |        Talazoparib_1259       |    SEC61B   |      9.81     |
| 552  |      5-Fluorouracil_1073      |    RPS27    |      9.80     |
| 553  |          EPZ5676_1563         |    USP39    |      9.79     |
| 554  |        Ipatasertib_1924       |     DRG2    |      9.79     |
| 555  |         I-BET-762_1624        |    WDR75    |      9.77     |
| 556  |          AZ6102_2109          |    NHP2L1   |      9.76     |
| 557  |        GSK1904529A_1093       |    DHX30    |      9.75     |
| 558  |         Lapatinib_1558        |    SEC61B   |      9.75     |
| 559  |           Mirin_1048          |     IGJ     |      9.73     |
| 560  |         PD173074_1049         |    WDR75    |      9.72     |
| 561  |          AZD4547_1786         |    SEC61B   |      9.71     |
| 562  |          MIRA-1_1931          |     DRG2    |      9.71     |
| 563  |         Sinularin_1838        |    COPS3    |      9.70     |
| 564  |          Wnt-C59_1622         |    RPS27    |      9.69     |
| 565  |        Cytarabine_1006        |    RPS11    |      9.68     |
| 566  |         Alpelisib_1560        |    SSBP1    |      9.68     |
| 567  |        Ruxolitinib_1507       |     IGJ     |      9.67     |
| 568  |           PFI3_1620           |     RPS7    |      9.65     |
| 569  |         PCI-34051_1621        |     DENR    |      9.65     |
| 570  |         Sapitinib_1549        |    SEC61B   |      9.65     |
| 571  |        Luminespib_1559        |    USP39    |      9.64     |
| 572  |         PD173074_1049         |    USP39    |      9.64     |
| 573  |        Dinaciclib_1180        |    COPS3    |      9.63     |
| 574  |          RO-3306_1052         |    COPS3    |      9.63     |
| 575  |           IWP-2_1576          |    RPS27    |      9.62     |
| 576  |         Sapitinib_1549        |    NOP16    |      9.62     |
| 577  |        NVP-ADW742_1932        |     RPS7    |      9.62     |
| 578  |         YK-4-279_1239         |     DRG2    |      9.61     |
| 579  |         Sinularin_1838        |    TRMT6    |      9.61     |
| 580  |         Ibrutinib_1799        |    SEC61B   |      9.59     |
| 581  |        PRIMA-1MET_1131        |     RPS7    |      9.58     |
| 582  |          GSK591_2110          |    TRMT6    |      9.57     |
| 583  |        Tozasertib_1096        |    RAB15    |      9.56     |
| 584  |        Elephantin_1835        |     DENR    |      9.56     |
| 585  |        Afuresertib_1912       |     RPS7    |      9.54     |
| 586  |          AZD8055_1059         |    TRMT6    |      9.54     |
| 587  |         I-BET-762_1624        |     IGJ     |      9.53     |
| 588  |         PD173074_1049         |     DENR    |      9.52     |
| 589  |         ZM447439_1050         |    RPS27    |      9.52     |
| 590  |           VE821_2111          |    RPS27    |      9.52     |
| 591  |        Dactolisib_1057        |    TROVE2   |      9.51     |
| 592  |         CZC24832_1615         |    RPS14    |      9.51     |
| 593  |        Dinaciclib_1180        |    WDR75    |      9.51     |
| 594  |        PRIMA-1MET_1131        |    RPS11    |      9.50     |
| 595  |          GDC0810_1925         |    RAB15    |      9.50     |
| 596  |       Mitoxantrone_1810       |    USP39    |      9.50     |
| 597  |         AGI-6780_1634         |    RPS11    |      9.49     |
| 598  |         Olaparib_1017         |    BRIX1    |      9.48     |
| 599  |         PRT062607_1631        |     DRG2    |      9.48     |
| 600  |        Dactolisib_1057        |    DHX30    |      9.47     |
| 601  |        Crizotinib_1083        |    RPS27    |      9.47     |
| 602  |   Sepantronium bromide_1941   |    RPS11    |      9.47     |
| 603  |        Teniposide_1809        |     RPS7    |      9.47     |
| 604  |          AZD6482_2169         |    RPS27    |      9.46     |
| 605  |          AZD5438_1401         |    COPS3    |      9.45     |
| 606  |        Venetoclax_1909        |    SEC61B   |      9.45     |
| 607  |         Acetalax_1804         |     IGJ     |      9.45     |
| 608  |           ML323_1629          |    RPS11    |      9.45     |
| 609  |        Paclitaxel_1080        |    USP39    |      9.44     |
| 610  |         Taselisib_1561        |    COPS3    |      9.43     |
| 611  |          EPZ5676_1563         |     IGJ     |      9.40     |
| 612  |  Podophyllotoxin bromide_1825 |    NHP2L1   |      9.40     |
| 613  |        Dactolisib_1057        |    SEC61B   |      9.40     |
| 614  |         Olaparib_1017         |    COPS3    |      9.38     |
| 615  |        GSK2606414_1618        |    WDR75    |      9.38     |
| 616  |        GSK269962A_1192        |     IGJ     |      9.38     |
| 617  |          AZD5582_1617         |    WDR75    |      9.35     |
| 618  |          Wnt-C59_1622         |    COPS3    |      9.34     |
| 619  |        Fludarabine_1813       |    DHX30    |      9.33     |
| 620  |            JQ1_2172           |    WDR75    |      9.33     |
| 621  |        Talazoparib_1259       |    COPS3    |      9.32     |
| 622  |         Docetaxel_1007        |    TRMT6    |      9.31     |
| 623  |          UMI-77_1939          |    COPS3    |      9.31     |
| 624  |       Staurosporine_1034      |     YBX1    |      9.27     |
| 625  |       Nutlin-3a (-)_1047      |    BRIX1    |      9.27     |
| 626  |         Alpelisib_1560        |    RPS14    |      9.27     |
| 627  |          MIRA-1_1931          |    RPS11    |      9.26     |
| 628  |          AZD1332_1463         |    RPS14    |      9.26     |
| 629  |        Savolitinib_1936       |     PRCP    |      9.25     |
| 630  |        Doramapimod_1042       |    SEC61B   |      9.25     |
| 631  |          P22077_1933          |    RPS27    |      9.23     |
| 632  |         Cisplatin_1005        |    RPS14    |      9.23     |
| 633  |         YK-4-279_1239         |     RPS7    |      9.23     |
| 634  |          LJI308_2107          |     IGJ     |      9.23     |
| 635  |         Cediranib_1922        |    WDR75    |      9.23     |
| 636  |          ABT737_1910          |    RPS27    |      9.22     |
| 637  |          RO-3306_1052         |    RPS11    |      9.22     |
| 638  |          MG-132_1862          |    RAB15    |      9.21     |
| 639  |          GDC0810_1925         |    RPS27    |      9.21     |
| 640  |        Pictilisib_1058        |    NHP2L1   |      9.21     |
| 641  |        Fulvestrant_1200       |     DENR    |      9.21     |
| 642  |          P22077_1933          |    RAB15    |      9.21     |
| 643  |        Osimertinib_1919       |    RPS11    |      9.19     |
| 644  |        NVP-ADW742_1932        |    NHP2L1   |      9.19     |
| 645  |         Alpelisib_1560        |    RPS27    |      9.19     |
| 646  |          AZD2014_1441         |    RPS11    |      9.19     |
| 647  |         Taselisib_1561        |     DRG2    |      9.18     |
| 648  |        NVP-ADW742_1932        |    TRMT6    |      9.18     |
| 649  |        GSK1904529A_1093       |    SEC61B   |      9.17     |
| 650  |         Cediranib_1922        |    EXOSC4   |      9.17     |
| 651  |         Olaparib_1017         |    RPS11    |      9.17     |
| 652  |          AZ6102_2109          |    RPS11    |      9.17     |
| 653  |        Trametinib_1372        |    SSBP1    |      9.16     |
| 654  |         Sinularin_1838        |     UTP3    |      9.15     |
| 655  |         PRT062607_1631        |     IGJ     |      9.15     |
| 656  |        Fludarabine_1813       |     RPS7    |      9.14     |
| 657  |         EPZ004777_1237        |    TRMT6    |      9.13     |
| 658  |          XAV939_1268          |     PRCP    |      9.12     |
| 659  |        Fulvestrant_1200       |    SEC61B   |      9.11     |
| 660  |          LJI308_2107          |    RPS11    |      9.11     |
| 661  |        Bortezomib_1191        |    RPS27    |      9.10     |
| 662  |        Osimertinib_1919       |    RPS27    |      9.08     |
| 663  |        Fulvestrant_1816       |    USP39    |      9.08     |
| 664  |        NVP-ADW742_1932        |    RPS27    |      9.07     |
| 665  |        Teniposide_1809        |    USP39    |      9.07     |
| 666  |         CZC24832_1615         |     RPS7    |      9.07     |
| 667  |         Niraparib_1177        |     DENR    |      9.06     |
| 668  |          AZD8186_1918         |    NOP16    |      9.06     |
| 669  |        Leflunomide_1578       |    USP39    |      9.06     |
| 670  |         Tamoxifen_1199        |    RPS27    |      9.04     |
| 671  |          AZD6738_1917         |    NHP2L1   |      9.04     |
| 672  |         Docetaxel_1819        |     DENR    |      9.03     |
| 673  |         Rapamycin_1084        |    COPS3    |      9.03     |
| 674  |          MIRA-1_1931          |    DHX30    |      9.01     |
| 675  |           ML323_1629          |     RPS7    |      9.01     |
| 676  |       Mitoxantrone_1810       |     DRG2    |      9.00     |
| 677  |        Vincristine_1818       |    DHX30    |      9.00     |
| 678  |         Rapamycin_1084        |    DHX30    |      8.99     |
| 679  |    Obatoclax Mesylate_1068    |    NHP2L1   |      8.99     |
| 680  |         Lapatinib_1558        |     IGJ     |      8.99     |
| 681  |         Erlotinib_1168        |     DENR    |      8.99     |
| 682  |       Camptothecin_1003       |     DENR    |      8.97     |
| 683  |         KU-55933_1030         |    RAB15    |      8.96     |
| 684  |   Sepantronium bromide_1941   |    RPS27    |      8.94     |
| 685  |          OTX015_1626          |    RPS11    |      8.93     |
| 686  |         Nilotinib_1013        |    RPS11    |      8.92     |
| 687  |        Tozasertib_1096        |     IGJ     |      8.92     |
| 688  |        Zoledronate_1802       |     IGJ     |      8.91     |
| 689  |          AZD8055_1059         |    TROVE2   |      8.91     |
| 690  |          LCL161_1557          |     PRCP    |      8.90     |
| 691  |          XAV939_1268          |    LSM14B   |      8.89     |
| 692  |           VE821_2111          |    WDR75    |      8.89     |
| 693  |        Dactolisib_1057        |    EXOSC4   |      8.88     |
| 694  |        Buparlisib_1873        |    RPS27    |      8.87     |
| 695  |     Cyclophosphamide_1512     |     RPS7    |      8.87     |
| 696  | KRAS (G12C) Inhibitor-12_1855 |    DHX30    |      8.87     |
| 697  |          LCL161_1557          |     RPS7    |      8.86     |
| 698  |         Niraparib_1177        |     RPS7    |      8.86     |
| 699  |          MIRA-1_1931          |     DENR    |      8.86     |
| 700  |         PCI-34051_1621        |    NHP2L1   |      8.84     |
| 701  |          AZD6482_2169         |    RAB15    |      8.83     |
| 702  |     Cyclophosphamide_1512     |    COPS3    |      8.82     |
| 703  |          LCL161_1557          |    RAB15    |      8.81     |
| 704  |         AGI-6780_1634         |     DENR    |      8.80     |
| 705  |          GNE-317_1926         |    NHP2L1   |      8.79     |
| 706  |         SB505124_1194         |    EXOSC4   |      8.79     |
| 707  |        GSK1904529A_1093       |    USP39    |      8.78     |
| 708  |          AT13148_2170         |    TRMT6    |      8.77     |
| 709  |        Epirubicin_1511        |    WDR75    |      8.77     |
| 710  |         Lapatinib_1558        |     DENR    |      8.77     |
| 711  |           MIM1_1996           |    DHX30    |      8.76     |
| 712  |         ZM447439_1050         |    BRIX1    |      8.74     |
| 713  |          MG-132_1862          |    WDR75    |      8.74     |
| 714  |          LGK974_1598          |     IGJ     |      8.74     |
| 715  |         AGI-6780_1634         |    COPS3    |      8.74     |
| 716  |          AZD5438_1401         |    WDR75    |      8.73     |
| 717  |       Mitoxantrone_1810       |     RPS7    |      8.73     |
| 718  |          AZD7762_1022         |     DENR    |      8.72     |
| 719  |        Trametinib_1372        |    LSM14B   |      8.69     |
| 720  |          AZD5363_1916         |     RPS7    |      8.68     |
| 721  |        Cytarabine_1006        |     DRG2    |      8.66     |
| 722  |        PF-4708671_1129        |    RAB15    |      8.64     |
| 723  |         SB505124_1194         |    RPS11    |      8.63     |
| 724  |           PFI3_1620           |    NHP2L1   |      8.63     |
| 725  |     Cyclophosphamide_1512     |    SEC61B   |      8.62     |
| 726  |          AZD2014_1441         |    RPS14    |      8.61     |
| 727  |        Bortezomib_1191        |     UTP3    |      8.61     |
| 728  |        Afuresertib_1912       |     DENR    |      8.58     |
| 729  |          VX-11e_2096          |    TROVE2   |      8.57     |
| 730  |        Bortezomib_1191        |    SSBP1    |      8.56     |
| 731  |          LJI308_2107          |     DRG2    |      8.56     |
| 732  |        GSK2578215A_1927       |    RPS27    |      8.56     |
| 733  |         PLX-4720_1036         |    WDR75    |      8.53     |
| 734  |        Ulixertinib_1908       |     DRG2    |      8.52     |
| 735  |          MIRA-1_1931          |    RPS27    |      8.52     |
| 736  |        Bortezomib_1191        |    RPS14    |      8.52     |
| 737  |       Entospletinib_1630      |    RPS11    |      8.51     |
| 738  |         YK-4-279_1239         |    TRMT6    |      8.51     |
| 739  |         Taselisib_1561        |    RAB15    |      8.50     |
| 740  |        Bortezomib_1191        |     PES1    |      8.49     |
| 741  |   Sepantronium bromide_1941   |    WDR75    |      8.49     |
| 742  |        Ipatasertib_1924       |    RPS11    |      8.48     |
| 743  |           IWP-2_1576          |    COPS3    |      8.47     |
| 744  |        Uprosertib_2106        |    SSBP1    |      8.46     |
| 745  |        Oxaliplatin_1089       |    SEC61B   |      8.45     |
| 746  |          RO-3306_1052         |    EXOSC4   |      8.45     |
| 747  |          GNE-317_1926         |     DRG2    |      8.45     |
| 748  |        Carmustine_1807        |    RPS27    |      8.44     |
| 749  |        Carmustine_1807        |    WDR75    |      8.44     |
| 750  |           OF-1_1853           |    SSBP1    |      8.44     |
| 751  |          I-BRD9_1928          |     IGJ     |      8.43     |
| 752  |        Vinorelbine_2048       |    NHP2L1   |      8.43     |
| 753  |         YK-4-279_1239         |    WDR75    |      8.43     |
| 754  |          GNE-317_1926         |    RAB15    |      8.43     |
| 755  |        Irinotecan_1088        |    SEC61B   |      8.42     |
| 756  |         YK-4-279_1239         |    RPS11    |      8.42     |
| 757  |        Uprosertib_2106        |    USP39    |      8.41     |
| 758  |        GSK269962A_1192        |    SSBP1    |      8.41     |
| 759  |         LY2109761_1852        |    COPS3    |      8.41     |
| 760  |        GSK2606414_1618        |     DENR    |      8.38     |
| 761  |         Tamoxifen_1199        |    RPS14    |      8.37     |
| 762  |    Obatoclax Mesylate_1068    |    SSBP1    |      8.36     |
| 763  |        Linsitinib_1510        |    RPS27    |      8.36     |
| 764  |          I-BRD9_1928          |     DENR    |      8.35     |
| 765  |          MG-132_1862          |    RPS11    |      8.34     |
| 766  |           OF-1_1853           |    TRMT6    |      8.33     |
| 767  |         Daporinad_1248        |    WDR75    |      8.33     |
| 768  |        Luminespib_1559        |    SEC61B   |      8.32     |
| 769  |         SB505124_1194         |    NHP2L1   |      8.31     |
| 770  |        Trametinib_1372        |     PES1    |      8.31     |
| 771  |        Selumetinib_1736       |    LSM14B   |      8.31     |
| 772  |          GDC0810_1925         |    RPS11    |      8.29     |
| 773  |          AZD5363_1916         |    TRMT6    |      8.28     |
| 774  |         AGI-5198_1913         |    LSM14B   |      8.28     |
| 775  |    Gallibiscoquinazole_1830   |    NHP2L1   |      8.27     |
| 776  |        Gemcitabine_1190       |    EXOSC4   |      8.27     |
| 777  |         Niraparib_1177        |     IGJ     |      8.27     |
| 778  |         PLX-4720_1036         |     PES1    |      8.27     |
| 779  |        Sabutoclax_1849        |    NHP2L1   |      8.26     |
| 780  |        Navitoclax_1011        |    LSM14B   |      8.26     |
| 781  |         Sorafenib_1085        |     DENR    |      8.26     |
| 782  |        Ruxolitinib_1507       |    USP39    |      8.25     |
| 783  |        Palbociclib_1054       |    NHP2L1   |      8.24     |
| 784  |       Camptothecin_1003       |    SEC61B   |      8.23     |
| 785  |        Cytarabine_1006        |     IGJ     |      8.23     |
| 786  |        Bortezomib_1191        |    WDR75    |      8.23     |
| 787  |         Nilotinib_1013        |    SEC61B   |      8.22     |
| 788  |          AZD5153_1706         |    NHP2L1   |      8.22     |
| 789  |        Elephantin_1835        |    NHP2L1   |      8.22     |
| 790  |        Luminespib_1559        |    COPS3    |      8.22     |
| 791  |          VX-11e_2096          |     DRG2    |      8.22     |
| 792  |         Taselisib_1561        |     DENR    |      8.21     |
| 793  |          AZD5363_1916         |    SEC61B   |      8.21     |
| 794  |    Obatoclax Mesylate_1068    |    TROVE2   |      8.21     |
| 795  |        PRIMA-1MET_1131        |    TRMT6    |      8.20     |
| 796  |        Carmustine_1807        |    RPS14    |      8.19     |
| 797  |          AZD7762_1022         |    TRMT6    |      8.18     |
| 798  |          GDC0810_1925         |     RPS7    |      8.18     |
| 799  |         Rapamycin_1084        |    SEC61B   |      8.18     |
| 800  |        Zoledronate_1802       |    USP39    |      8.16     |
| 801  |         BIBR-1532_2043        |    WDR75    |      8.16     |
| 802  |        Fulvestrant_1200       |    USP39    |      8.16     |
| 803  |          AZD5153_1706         |    COPS3    |      8.15     |
| 804  |          LJI308_2107          |     RPS7    |      8.14     |
| 805  |           OF-1_1853           |    RPS11    |      8.13     |
| 806  |         SB216763_1025         |    SSBP1    |      8.13     |
| 807  |          AZD2014_1441         |    SEC61B   |      8.13     |
| 808  |        Doramapimod_1042       |    NOP16    |      8.12     |
| 809  |        Tozasertib_1096        |     RPS7    |      8.12     |
| 810  |         SB505124_1194         |     IGJ     |      8.12     |
| 811  |        Luminespib_1559        |    WDR75    |      8.11     |
| 812  |          MK-8776_2046         |    COPS3    |      8.11     |
| 813  |         Cediranib_1922        |    RPS11    |      8.11     |
| 814  |          AZD5582_1617         |     DENR    |      8.10     |
| 815  |        Ruxolitinib_1507       |    SEC61B   |      8.08     |
| 816  |         Daporinad_1248        |    LSM14B   |      8.07     |
| 817  |           WIKI4_1940          |    RPS11    |      8.06     |
| 818  |         EPZ004777_1237        |    RPS14    |      8.06     |
| 819  |          MK-2206_1053         |     DENR    |      8.06     |
| 820  |          AZD1208_1449         |    SEC61B   |      8.05     |
| 821  |         Foretinib_2040        |     RPS7    |      8.05     |
| 822  |        Doramapimod_1042       |    RPS11    |      8.04     |
| 823  |          OSI-027_1594         |    COPS3    |      8.04     |
| 824  |        Tozasertib_1096        |    BRIX1    |      8.03     |
| 825  |       Staurosporine_1034      |     RPS7    |      8.03     |
| 826  |        Dactolisib_1057        |     PRCP    |      8.03     |
| 827  |         Sapitinib_1549        |     PES1    |      8.02     |
| 828  |          AZ6102_2109          |    TRMT6    |      8.02     |
| 829  |        Elephantin_1835        |    RPS27    |      8.01     |
| 830  |       Dactinomycin_1911       |     RPS7    |      8.01     |
| 831  |         Ibrutinib_1799        |    WDR75    |      8.00     |
| 832  |          GSK591_2110          |    RPS11    |      7.99     |
| 833  |        Nelarabine_1814        |    SEC61B   |      7.99     |
| 834  |         Daporinad_1248        |     IGJ     |      7.98     |
| 835  |        Dinaciclib_1180        |    SEC61B   |      7.97     |
| 836  |       Pevonedistat_1529       |    WDR75    |      7.97     |
| 837  |         Foretinib_2040        |    COPS3    |      7.97     |
| 838  |        Dactolisib_1057        |    WDR75    |      7.97     |
| 839  |          MK-2206_1053         |    SEC61B   |      7.95     |
| 840  |       Dactinomycin_1811       |    RPS27    |      7.94     |
| 841  |       Entospletinib_1630      |    SEC61B   |      7.93     |
| 842  |          AZD2014_1441         |    DHX30    |      7.91     |
| 843  |           Mirin_1048          |    NHP2L1   |      7.89     |
| 844  |          AZD8186_1918         |     IGJ     |      7.88     |
| 845  |           Mirin_1048          |     DENR    |      7.88     |
| 846  |         PD173074_1049         |    RPS27    |      7.87     |
| 847  |        Oxaliplatin_1089       |     DENR    |      7.86     |
| 848  |         Nilotinib_1013        |    TRMT6    |      7.84     |
| 849  |           IWP-2_1576          |    WDR75    |      7.84     |
| 850  |        Pictilisib_1058        |    RPS11    |      7.84     |
| 851  |       Mitoxantrone_1810       |    RPS11    |      7.83     |
| 852  |        Bortezomib_1191        |    RAB15    |      7.83     |
| 853  |  Telomerase Inhibitor IX_1930 |    RPS11    |      7.82     |
| 854  |          AT13148_2170         |    RPS11    |      7.82     |
| 855  |          AZD2014_1441         |     IGJ     |      7.81     |
| 856  |          BI-2536_1086         |    RPS14    |      7.80     |
| 857  |         LY2109761_1852        |    RPS14    |      7.80     |
| 858  |         Sorafenib_1085        |    RPS27    |      7.79     |
| 859  |         EPZ004777_1237        |     DRG2    |      7.79     |
| 860  |          AT13148_2170         |    SSBP1    |      7.79     |
| 861  |          AZD1208_1449         |     IGJ     |      7.79     |
| 862  |          MK-8776_2046         |    RPS27    |      7.79     |
| 863  |       Temozolomide_1375       |    RPS27    |      7.78     |
| 864  |        Leflunomide_1578       |     DENR    |      7.78     |
| 865  |    Gallibiscoquinazole_1830   |     IGJ     |      7.78     |
| 866  |          AZD5991_1720         |    USP39    |      7.78     |
| 867  |          GDC0810_1925         |    NHP2L1   |      7.77     |
| 868  |         WEHI-539_1997         |     RPS7    |      7.76     |
| 869  |        BMS-345541_1249        |     IGJ     |      7.76     |
| 870  |          NU7441_1038          |     YBX1    |      7.76     |
| 871  |         Nilotinib_1013        |     RPS7    |      7.76     |
| 872  |          AZD6482_2169         |    RPS14    |      7.74     |
| 873  |          MK-1775_1179         |    SEC61B   |      7.73     |
| 874  |      Wee1 Inhibitor_1046      |     DENR    |      7.73     |
| 875  |          AZD7762_1022         |    DHX30    |      7.72     |
| 876  |          XAV939_1268          |    RAB15    |      7.72     |
| 877  |        Sabutoclax_1849        |    COPS3    |      7.72     |
| 878  |  Telomerase Inhibitor IX_1930 |    TRMT6    |      7.72     |
| 879  |        Gemcitabine_1190       |     IGJ     |      7.71     |
| 880  |          AZD8186_1918         |    SEC61B   |      7.71     |
| 881  |        Epirubicin_1511        |    TRMT6    |      7.70     |
| 882  |          UMI-77_1939          |    NHP2L1   |      7.69     |
| 883  |        Oxaliplatin_1089       |    RPS27    |      7.69     |
| 884  |          AZD7762_1022         |    NHP2L1   |      7.69     |
| 885  |          Wnt-C59_1622         |    WDR75    |      7.68     |
| 886  |        Savolitinib_1936       |    SEC61B   |      7.68     |
| 887  |          MK-8776_2046         |    RPS11    |      7.68     |
| 888  |          AZD8055_1059         |    RPS27    |      7.67     |
| 889  |          AZD5582_1617         |     DRG2    |      7.65     |
| 890  |         Alisertib_1051        |    TRMT6    |      7.64     |
| 891  |         Topotecan_1808        |    RPS14    |      7.64     |
| 892  |         Acetalax_1804         |    USP39    |      7.63     |
| 893  |        Trametinib_1372        |    DDX55    |      7.62     |
| 894  |       Staurosporine_1034      |     DENR    |      7.60     |
| 895  |           PFI3_1620           |    DHX30    |      7.60     |
| 896  |       Pevonedistat_1529       |    RPS27    |      7.60     |
